q1,q2,q3,q4,q5,q6,q7,x,y,z,qw,qx,qy,qz
2.1022361019327698,-0.8817667388134744,2.268939439164338,-0.07148068130044472,1.6569068104568543,0.5744983974411632,-2.262049806697959,0.35897932635758745,-0.46395063449827223,0.6706795580142357,0.008036229493117192,-0.26773527732430874,-0.9094268554317485,-0.31811324227565657
2.401487593570065,1.487017879664569,-2.724654572373343,-3.048769734226273,0.30490055263348204,2.4057532600777103,-1.7295556847581397,0.2143361455746005,-0.07988025881939376,0.5041386797395987,0.4031466782292969,0.5451732703447145,0.7320689559109776,-0.06583240027329107
-1.105946723271437,-0.24119984356614177,0.15671835157622338,-0.879395881148791,1.9841855137348552,3.418810870335843,-1.1102080820655165,0.0831978779840061,-0.25106532025377737,1.055849344420366,0.42992982821646264,0.26438886326452493,-0.27038672984571804,0.8198474785682963
0.4664713539438403,-0.8995310732706829,0.5261677656989034,-3.041211524563625,-0.7760725931200274,1.9733817139567162,-2.8389034311708383,0.20231934454387768,0.15406083144381036,0.35086064099172565,-0.06131650810518596,-0.6334162091326093,0.5671386802416604,-0.5228555337907486
-0.9697383676816613,1.6473476480520461,0.664152000583695,-2.285603763030363,0.032496269385307475,0.8080774810287283,1.8371259359725802,0.17513941284745585,0.10865380282874773,0.07578392930794221,0.0005647432557341903,0.2679236875978634,0.16335897731611546,-0.9494895592997585
2.3270203034770804,1.3994962823413646,-0.3855181963578884,-2.405952764653401,2.6868359035723217,0.43883558489881835,1.0215563864748427,-0.10541464895249225,0.2812847849885194,-0.05832303911297956,-0.14333484944803274,0.5269640426274254,-0.17238771618343204,-0.8197844192350392
-0.8060710407037295,-0.7906432071216629,1.2195364860326534,-3.0639096024400962,0.09322826781396909,2.1921007804443127,1.3843027983392235,0.2392476888001373,-0.017927447829998583,0.23389942804160993,0.38661307934571054,0.8786583492954265,-0.2694400084729642,-0.07675880357556523
2.3370188705627277,-1.3293862467595998,-1.617334129956492,-3.063723668931599,0.8791910492056663,3.3644437611548046,-2.666390930344807,0.1141408664797523,0.2658927111336912,0.20559882857009687,-0.2814127504487595,0.00459492961271224,0.8380565469227022,0.467383113373509
0.531714274131287,-1.654255721635904,-0.1680194323610209,-0.4458662924392405,1.778128701722181,2.2389803416928546,-2.5265711459809346,-0.7183253647898941,-0.43350730761645695,0.49181273958761645,0.5955810939243396,-0.537167107018986,-0.33766390390955053,0.49266392976683493
-2.7486297553264505,-0.2436657180834798,0.9406897448775622,-0.1467050998098438,0.9777420724971426,3.1548220430592004,-2.747239835636739,0.1072631239988725,0.07158795488423343,1.1464383610636835,0.8118352757136873,-0.035975079245508385,0.08524591409629945,-0.5765088142518255
-0.7100740831762047,1.0237979267216955,1.9252590187533074,-0.14570834628848495,-1.2175768744597242,3.6052511551675,-2.4835368280397816,0.4381193086960548,-0.4044032834356136,0.8349938899210253,0.9448928142406419,0.24707604815253364,0.1958457397252411,-0.08817846821757946
-1.86130220605328,0.0026278278765270446,0.3050652467416608,-2.425384260147769,-1.3919187156612522,0.44501638695090784,-0.8634668899285853,-0.11858557938763714,-0.34349663522127366,0.4421749160965517,-0.6620803298845699,0.4239272063588343,-0.0660620901045137,-0.6144681934321379
0.7780733384541523,1.4838180306743087,-1.9352595572268396,-1.2823228655411956,-2.826563864123175,0.7864307763638779,2.226792592595593,0.6702087795014393,0.18715925097371514,0.561086340595533,0.5478836978665445,-0.6900080256277485,0.23823020196853098,0.4086058602754114
0.519854893079533,0.878654846844622,2.4545891288617443,-1.3853463691712993,-2.3764111663092047,2.9614867795244324,-2.5254051645877587,-0.12847815201525825,0.30332223845510214,0.9789932177359723,0.8607409662950148,-0.35724561309457054,-0.1535263052383597,0.32852737247612324
0.7110233653270464,0.11789329053252717,2.584048865455545,-1.900784079119403,0.22963038807698943,2.117657253171913,-1.967202029327325,-0.5543068897539928,-0.08274207422799465,0.5756315428812466,-0.17333860110160998,-0.9650019491588779,0.1612040552494357,0.11286372339613215
0.7706053919961331,0.4083788799267518,1.8473339050454833,-1.5088429770888099,-2.729133610572781,0.03340153525647691,1.6990047730107851,-0.14032550008384526,0.3492340885442883,0.8154130529820599,0.1422488446724056,0.7158956439349679,-0.24210393670141536,0.6392529835816017
